10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
10000,0,2947.19,860.93,1703.55,93.15,2912.07,585.51,1644.73,2568.1,1898.97,3061.66,203.86,775.3,3091.08,1001.7,574.04,887.02,1145.46,244.31,228.26,2888.18,2276.89,487.8,1389.35,912.46,1949.3,1814.03,1680.93,1592.27,2930.56,1314.2,2942.37,2542.17,1052.45,639.01,896.94,353.05,2174,3071.37,380.35,3002.92,1224.37,1472.15,683.11,1308.24,2949.48,1378.63,606.73,355.12,1519.32,1214.75,1431.31,505.59,345.36,1282.92,1228.28,1424.66,972.54,1071.18,1301.3,184.12,2367.76,120.15,677.71,2582.7,1095.16,1387.2,2960.65,995.21,165.68,714.71,63.59,527.65,2114.77,188.22,1923.14,1675.84,2882.13,258.28,1175.95,2924.61,215.31,160.32,728.34,2313.36,398.01,1633.39,309.74
10000,2947.19,0,2094.92,1655.69,2876.16,139.1,2380.03,1498.57,439.14,1452.32,351.55,2786.65,2176.54,412.82,2583.05,2377.86,2093.93,1933.6,2763.3,3119.66,1146.62,853.09,2463.01,2021.77,2141.59,1010.8,1480.59,1459.98,1424.73,984.85,1635.76,31.89,545.45,1909.51,2549.06,2327.24,2847.48,808.09,396.88,2568.41,421.93,1831.32,1531.23,2280.6,2812.75,240.12,1579.05,2345.97,2640.97,1442.44,1839.87,1930.7,2686.12,2745.03,1955.78,1729.79,1528.77,2009.79,2223.67,1777.97,3097.73,697.69,3020.03,2294.54,799.67,2400.27,1562.29,943.31,1954.08,2948.68,2562.19,2898.28,2468.43,856.43,2764.09,1065.64,1525.2,426.85,3083.17,1783.31,1108.08,2795.79,2857.6,2258.66,1110.13,3189.73,1434.43,3021.18
10000,860.93,2094.92,0,1125.5,800,2068.22,285.46,958.3,1733.76,1256.65,2200.74,727.88,196.25,2230.29,1034.97,331.77,103.13,578.01,715.82,1024.75,2078.89,1489.45,373.17,987.45,473.3,1090.38,1168.21,984.74,826.04,2102.17,488.01,2091.81,1724.07,310.89,706.97,702.58,857.22,1345.85,2210.53,494.89,2142.46,424.33,710.39,300.28,1426.29,2089.27,518.64,254.2,547.39,704.54,415.9,971.68,766.43,742.18,806.38,367.77,566.65,146.5,791.63,663.29,1003.37,1507.56,926.02,205.23,1736.08,970.44,555.74,2127.74,210.16,854,784.02,818.32,480.45,1283.49,687.05,1062.25,877.02,2021.82,990.35,393.19,2109.76,744.22,797.84,351.32,1492.29,1104.41,792.45,936.1
10000,1703.55,1655.69,1125.5,0,1612.05,1558.64,1327.98,269.18,1216.85,226.26,1924.96,1501.76,1040.1,1978.37,985.8,1193.22,1207.11,580.81,1463.99,1926.7,2267.35,805.23,1336.93,392.78,799.25,1049.7,175.41,283.45,495.21,2198.82,777.61,1635.75,1119.31,815.02,1111.38,840.24,1456.86,901.89,1956.82,1365.75,1923.68,1267.29,528.52,1074.03,1160.43,1782.92,954.01,1263.99,1544.41,670.21,1267.34,310.74,1267.08,1390.43,424.32,986.19,920.18,1173.15,680.83,462.44,1886.51,1440.31,1813.77,1292.11,1789.85,798.22,768.81,2195.37,917.13,1788.01,1079.11,1640.98,1180.6,884.25,1523.71,1135.61,1454.4,1829.99,1929.78,761.96,2269.58,1496.27,1560.46,1004.1,1759.1,2068.9,1253.49,1918.86
10000,93.15,2876.16,800,1612.05,0,2838.16,534.44,1557.34,2492.23,1808.83,2998.3,110.92,700.31,3029.02,915.07,498.61,834.76,1056.85,151.16,321.35,2848.25,2194.67,428.7,1296.24,823.23,1883.14,1724.25,1593.89,1510.41,2885.48,1240.99,2870.66,2463.36,974.59,546.73,803.79,277.28,2097.58,3009.09,308.58,2941.8,1179.22,1390.65,602.92,1231.12,2884.01,1314.52,547.15,332.69,1443.07,1169.65,1338.53,416.48,254.96,1190.83,1165.21,1358.89,919.13,978.04,1213.86,277.14,2307.24,211.8,627.12,2530.96,1004.08,1314.3,2914.18,922.19,235.61,624,29.57,439.37,2039.08,113.13,1861.05,1634.77,2821.34,347.17,1099.22,2883.31,122.6,74.45,643.59,2269.45,488.49,1582.31,386.68
10000,2912.07,139.1,2068.22,1558.64,2838.16,0,2353.64,1417.4,356.54,1349.22,490.65,2745.46,2137.89,551.88,2502.85,2339.63,2074.24,1869.57,2720.37,3091.54,1270.51,753.43,2431.75,1932.52,2084.07,1000.45,1383.23,1378.11,1362.03,1112.34,1597.88,107.5,439.54,1865.83,2489.08,2259.09,2795.93,747.16,535.98,2532.01,558.86,1829.54,1473.08,2238.33,2718.65,375.24,1558.05,2316.19,2615.59,1396.61,1837.72,1841.93,2629.75,2696.22,1876.94,1707.36,1505.7,1991.55,2147.95,1711.02,3067.55,744.81,2989.48,2270.51,896.71,2318.19,1524.92,1072.76,1916.88,2921.73,2497.28,2861.22,2422.35,801.74,2727.01,1068.33,1553.27,553.41,3058.54,1740.11,1234.2,2753.25,2816.04,2211.62,1187.66,3169.44,1445.81,3000.71
10000,585.51,2380.03,285.46,1327.98,534.44,2353.64,0,1196.34,2018.38,1484.65,2480.37,480.52,287.89,2508.46,1003.57,198.63,301.58,749.99,479.12,739.75,2315.83,1764.29,115.42,1117.77,566.51,1373.98,1395.89,1226.8,1089.96,2351.12,767.67,2377.1,2006.21,546.7,613.46,719.87,649.56,1629.24,2488.95,252.45,2419.54,645.44,970.91,282.98,1390.96,2371.03,802.22,66.54,262.13,982.67,635.92,1123.74,614.32,538.03,955.89,651.12,851.36,387.03,857.35,872.61,719.6,1784.27,642.81,92.71,1997.96,991.91,837.47,2379.75,462.1,568.67,706.63,549.05,347.02,1567.3,424.57,1341.65,1102.66,2298.55,705.03,653.99,2350.13,501.94,545.86,365.02,1735.43,821.18,1048.77,653.56
10000,1644.73,1498.57,958.3,269.18,1557.34,1417.4,1196.34,0,1063.14,302.94,1737.73,1450.82,914.71,1787.59,1085.58,1094.12,1026.31,502.72,1417.02,1858.16,2017.77,681.96,1227.07,533.62,736.87,791.74,217.73,39.95,227.48,1957.99,545.21,1482.39,988.39,653.31,1111.79,858.78,1445.65,704.53,1765.88,1281.38,1725.13,1033.53,282.42,975.15,1328.87,1598.33,704,1137.08,1435.58,407.58,1034.73,442.99,1263.26,1362.41,459.87,757.13,665.16,978.84,732.91,343.49,1822.44,1202.32,1746.24,1145.09,1546.58,901.8,522.66,1957.94,749.16,1706.11,1102.63,1584.84,1117.99,673.38,1458.1,872.17,1188.92,1624.04,1849.82,569.37,2022.87,1450.44,1515.75,918.45,1496.79,1983.53,987.05,1824.52
10000,2568.1,439.14,1733.76,1216.85,2492.23,356.54,2018.38,1063.14,0,1016.1,730.07,2397.57,1792.87,788.54,2148.67,1994.42,1747.16,1513.37,2371.45,2752.87,1332.06,417.34,2091.82,1583.28,1729.2,703.56,1041.91,1024.12,1006.44,1200.76,1255.51,420.58,138.62,1518.02,2133.37,1902.55,2442.65,395.06,768.01,2187.75,754.48,1527.84,1118.72,1890.57,2373.64,587.96,1233.41,1977.9,2280.47,1049.16,1535.38,1492.3,2274.89,2344.2,1522.05,1379.65,1179.13,1666.63,1792.27,1354.56,2727.18,599.92,2648.95,1937.87,876.5,1964.76,1183.44,1174.59,1573.65,2584.43,2140.85,2515.92,2072,453.34,2381.91,791.54,1309.27,691.25,2723.07,1393.02,1309.1,2404.51,2467.82,1861.06,1082.34,2837.94,1172.3,2669.42
