40.670543,73.945478
34.112101,118.411201
41.83705,87.684965
29.7687,95.386728
40.006817,75.134678
32.81495,117.13577
42.3831,83.102198
32.794151,96.765249
33.54255,112.071399
29.45765,98.505355
37.304,121.849783
39.3008,76.610616
39.7764,86.146196
37.79325,122.554783
30.334543,81.657695
39.988933,82.987381
43.063439,87.96674
35.105778,90.005716
38.90505,77.016167
42.336029,71.017892
47.6218,122.350326
31.84925,106.437549
41.4797,81.678511
30.065846,89.931355
36.17155,86.784829
39.768035,104.872655
30.30588,97.750522
32.753901,97.336249
35.46705,97.513491
45.538564,122.6582
39.122474,94.554781
33.7889,118.159824
32.195816,110.891717
38.63605,90.244299
35.19755,80.834514
33.7629,84.422592
36.739356,76.043668
35.117218,106.624636
37.771544,122.22455
40.439207,79.976702
38.56685,121.46736
44.96185,93.266849
36.12775,95.916407
39.139801,84.505957
25.775667,80.210845
36.7806,119.792874
41.2639,96.011745
41.66395,83.581649
42.8898,78.859684
37.68735,97.342674
44.947744,93.103686
30.448967,91.126043
35.82195,78.658753
37.53105,77.474584
32.3205,90.207591
41.576738,93.617405
40.8164,96.688171
43.0798,89.387519
32.3544,86.284287
34.7224,92.354076
41.82195,71.419732
40.777267,111.929921
41.7657,72.683866
42.7091,84.553996
43.606651,116.2261
30.457,84.281399
39.0379,95.691999
44.9245,123.022057
39.781433,89.644654
42.66575,73.799017
34.039236,80.886341
40.2234,74.764224
38.35055,81.630439
35.678502,105.954149
40.27605,76.884503
41.14545,104.792349
46.805467,100.767298
39.148328,119.743243
43.231594,71.560077
38.571902,92.190459
47.041917,122.893766
38.97165,76.503033
39.158691,75.517441
38.19077,84.865203
46.596522,112.020381
44.330647,69.729714
44.372982,100.322483
44.266482,72.571854
