10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
10000,0,2947.19,860.93,1703.61,93.15,2912.08,585.51,1644.9,2568.1,1898.97,3061.66,203.86,775.3,3091.08,1001.7,574.04,887.02,1145.55,244.31,228.26,2888.18,2276.89,487.8,1389.35,912.46,1949.31,1814.08,1592.27,2930.56,1314.2,2942.37,2542.17,1052.45,639.01,896.94,353.05,2173.99,3071.37,380.35,3002.92,1224.37,1472.15,683.11,1308.24,2949.48,1378.63,606.73,355.12,1519.32,2926.73,2551.59,1959.47,1203.73,14.99,1214.75,781.28,2922.62,1034.27,1670.74,344.37,2681.3,1918.86,1223.89,306.82,8.24,2889.35,707.84,476.02,1941.39,1431.31,3009.27,505.59,345.36,1481.82,1283.01,1259.57,1228.28,1424.66,972.54,747.43,23.44,1303.41,1071.18,1928.35,539.27,652.81,2936.17,1631.7,2935.11,2613.22,2898.04,1301.3,2943.7,3064.28,702.1,250.03,341.02,187.6,757.42,2998.63,1127.88,2876.04,238.86,184.12,2367.76,966.47,1869.61,148.31,1654.45,873.01,364.57,1325.1,1406.06,1277.65,2574.86,582.89,558.32,2930.14,2994.64,2564.58,63.5,24.42,632.39,1277.36,120.15,947.23,861.95,505.48,2913.04,2877.38,336.31,2898.59,2952.14,2908.2,2928.46,83.05,2550.56,1633.28,2908.52,677.77,1965.6,2934.64,899.07,2582.7,1095.16,2679.4,2052.48,1287.12,1387.2,1695.76
10000,2947.19,0,2094.92,1655.66,2876.16,139.1,2380.03,1498.44,439.14,1452.32,351.55,2786.65,2176.54,412.82,2583.05,2377.86,2093.93,1933.51,2763.3,3119.66,1146.62,853.1,2463.01,2021.77,2141.59,1010.79,1480.6,1424.73,984.84,1635.76,31.89,545.45,1909.51,2549.06,2327.24,2847.48,808.09,396.89,2568.41,421.93,1831.32,1531.22,2280.6,2812.75,240.12,1579.05,2345.97,2640.97,1442.44,47.91,463.31,990.26,2589.25,2932.6,1839.87,2201.54,43.43,2169.25,1475.19,2832.05,277.18,1589.77,2584.13,2717.24,2939.46,71.1,2285.54,2471.73,1017.36,1930.7,374.1,2686.12,2745.03,1706.96,1955.73,2133.96,1729.79,1528.77,2009.79,2230.82,2950.55,2804.03,2223.67,1138.33,2605.45,2300.68,44.54,1506.22,12.09,1126.01,1118.38,1777.97,110.91,371.89,2245.88,2757.97,2812.64,3071.55,2332.49,341.46,2649.81,76.83,2806.03,3097.73,697.7,2165.57,1133.9,3027.42,1483.65,2253.93,2830.79,1624.72,2006.55,2805.66,429.76,2385.34,2576.25,41.59,55.51,450.7,2991.16,2932.22,2349.54,1706.76,3020.03,2016.53,2581.74,2667.13,155.19,459.56,2827.3,55.51,23.5,44.84,19.13,3007.43,451.43,1496.31,105.73,2294.49,994.31,17.92,2084.29,799.67,2400.27,275.8,1450.71,2807.58,1562.29,1674.57
10000,860.93,2094.92,0,1125.57,800,2068.22,285.46,958.46,1733.76,1256.65,2200.74,727.88,196.25,2230.29,1034.97,331.77,103.13,578.05,715.83,1024.75,2078.89,1489.45,373.17,987.45,473.3,1090.39,1168.28,826.04,2102.17,488.01,2091.81,1724.07,310.89,706.97,702.58,857.22,1345.85,2210.53,494.89,2142.46,424.33,710.39,300.28,1426.29,2089.27,518.64,254.2,547.39,704.54,2076.87,1719.36,1104.72,1203.18,846.03,415.9,323.9,2072.33,691.39,979.91,837.73,1825.58,1339.89,1216.16,624.91,852.92,2039.45,375.45,387.99,1082.75,971.67,2148.41,766.43,742.19,874.74,806.45,925.66,367.77,566.65,146.5,155.31,861.68,1417.45,791.63,1153.15,695.56,277.48,2086.29,944.91,2082.84,1803.64,2085.04,663.29,2086.67,2203.36,170.39,711.61,815.9,976.63,542.49,2137.7,1184.37,2025.46,712.61,1003.37,1507.56,595.14,1067.11,932.64,962.47,583.03,845.3,497.83,995.67,1399.37,1739.77,291.27,674.03,2079.96,2140.92,1731.91,900.1,843.85,263.32,525.5,926.02,92.14,921.55,744.9,2070.42,2017.62,829.31,2047.84,2101.09,2057.18,2076.42,915.49,1715.78,940.69,2062.16,205.19,1106.77,2083.07,319.58,1736.08,970.44,1824.22,1429.93,1407.54,555.74,1126.56
10000,1703.61,1655.66,1125.57,0,1612.12,1558.61,1328.05,269.2,1216.82,226.22,1924.95,1501.83,1040.17,1978.36,985.85,1193.29,1207.18,580.81,1464.05,1926.77,2267.36,805.2,1337,392.83,799.32,1049.71,175.37,495.25,2198.82,777.67,1635.72,1119.28,815.09,1111.44,840.3,1456.93,901.88,1956.81,1365.82,1923.67,1267.35,528.58,1074.1,1160.46,1782.9,954.07,1264.06,1544.48,670.26,1616.25,1192.44,989.07,948.47,1692.61,1267.4,963.89,1616.43,681.22,272.19,1448.99,1475.69,220.06,940.69,1617.9,1698.28,1584.85,1016.53,1322.39,1040.28,310.79,1901.71,1267.14,1390.5,250.89,424.3,528.18,986.25,920.23,1173.21,1270.22,1717.92,1152,680.89,555.92,1200.72,1124.95,1624.55,275.01,1645.49,2043.38,2257.01,462.51,1709.47,1938.11,1163.53,1458.12,1436.26,1880.56,947.39,1875.97,1019.59,1579.66,1683.78,1886.58,1440.31,737.8,636.42,1834.65,279.6,833.39,1438.61,776.57,374.98,1155.42,1226.29,1337.86,1174.32,1621.9,1711.16,1204.98,1764.34,1700.08,1344.99,632.74,1813.84,1119.13,1030.54,1255.16,1551.39,1844.87,1449.24,1600.17,1648.47,1610.83,1637.53,1784.06,1205.42,288.31,1573.11,1292.18,1055.3,1638.39,868.5,1789.85,798.27,1467.18,351.04,1156.65,768.86,19.14
10000,93.15,2876.16,800,1612.12,0,2838.16,534.44,1557.52,2492.23,1808.83,2998.3,110.92,700.31,3029.02,915.07,498.61,834.75,1056.93,151.16,321.35,2848.25,2194.66,428.7,1296.24,823.23,1883.15,1724.3,1510.41,2885.47,1240.99,2870.65,2463.36,974.59,546.73,803.79,277.28,2097.58,3009.1,308.58,2941.8,1179.22,1390.65,602.92,1231.12,2884.01,1314.52,547.15,332.69,1443.07,2854.76,2475.31,1890.73,1118.33,85,1169.65,697.66,2850.81,941.51,1583.47,265.63,2612.18,1826.93,1138.38,303.94,89.33,2817.42,621.97,412.03,1875,1338.53,2946.9,416.48,254.96,1391.98,1190.92,1166.43,1165.21,1358.89,919.13,697.29,111.64,1225.96,978.04,1845.85,447,576.57,2864.2,1544.4,2864.1,2572.77,2857.19,1213.86,2875.17,3001.42,636.17,156.88,258.95,279.83,665.33,2935.49,1044.4,2804.39,259.25,277.14,2307.24,874.62,1790.22,238.48,1567.31,780.71,286.29,1251.97,1312.97,1200.38,2499.14,533.21,465.57,2858.28,2924.24,2488.36,156.38,97.04,586.84,1196.78,211.8,888.66,773.99,415.19,2838.78,2817.45,256.45,2826.98,2880.61,2836.69,2857.35,176.08,2474.81,1546.26,2835.37,627.18,1899.33,2863.34,816.27,2530.96,1004.08,2609.99,1961.37,1209.89,1314.3,1604.08
10000,2912.08,139.1,2068.22,1558.61,2838.16,0,2353.64,1417.25,356.54,1349.22,490.65,2745.46,2137.9,551.88,2502.85,2339.63,2074.24,1869.49,2720.37,3091.54,1270.51,753.43,2431.75,1932.52,2084.07,1000.44,1383.24,1362.03,1112.34,1597.88,107.5,439.55,1865.83,2489.09,2259.09,2795.93,747.16,535.98,2532.02,558.86,1829.54,1473.08,2238.33,2718.65,375.24,1558.05,2316.19,2615.59,1396.62,92.27,377.96,969.97,2499.7,2897.68,1837.72,2154.69,99.05,2098.62,1393.09,2781.17,310.01,1480.19,2493.72,2692.83,2904.5,95.06,2237.78,2438.53,1005.87,1841.93,511.86,2629.75,2696.22,1626.13,1876.88,2049.25,1707.36,1505.7,1991.55,2208.78,2916.57,2710.1,2147.95,1059.71,2549.68,2261.6,94.57,1425.91,136.81,1231.98,1243.03,1711.02,246.79,510.99,2213.7,2714.92,2762.27,3043.09,2274.78,479.07,2563.29,110.37,2780.82,3067.55,744.81,2100.74,1070.05,2998.28,1402.74,2191.42,2778.9,1586.97,1916.73,2712.75,348.18,2359.46,2520.41,98.2,183.77,364.6,2958.23,2898.07,2326.62,1655.19,2989.48,1993.35,2508.49,2611.32,16.72,585.68,2776.9,107.79,118.8,111.86,131.37,2975.03,372.11,1416.79,36.1,2270.47,984.2,123.7,2036.3,896.71,2318.19,303.4,1336.61,2714.31,1524.92,1577.29
10000,585.51,2380.03,285.46,1328.05,534.44,2353.64,0,1196.51,2018.38,1484.65,2480.37,480.52,287.89,2508.46,1003.57,198.63,301.58,750.05,479.12,739.75,2315.83,1764.29,115.42,1117.77,566.51,1373.99,1395.96,1089.96,2351.12,767.67,2377.1,2006.2,546.7,613.46,719.87,649.56,1629.24,2488.95,252.45,2419.54,645.44,970.91,282.98,1390.96,2371.03,802.22,66.54,262.13,982.67,2362.21,2003.71,1389.77,1196.66,570.52,635.92,382.98,2357.64,772.79,1219.97,629.29,2110.1,1547.46,1212.99,340.12,577.34,2324.8,369.97,145.71,1366.53,1123.74,2426.99,614.32,538.03,1080.49,955.98,1025.32,651.12,851.36,387.03,162.87,583.93,1383.06,857.35,1423.02,563.31,226.49,2371.62,1182.81,2367.95,2040.19,2324.24,872.61,2370.68,2482.44,166.33,476.21,607.98,691.82,534.1,2417.14,1156.51,2310.75,427.27,719.6,1784.27,676.08,1344.07,648.26,1202.6,622.4,641.76,777.92,1129.73,1361.51,2024.48,10.18,551.67,2365.28,2425.8,2016.32,620.04,566.74,64.1,777.54,642.81,365.44,868.59,594.97,2355.8,2293.23,619.28,2333.12,2386.33,2342.43,2361.56,634.51,2000.44,1180.6,2347.62,92.77,1390.42,2368.26,460.46,1997.96,991.91,2108.88,1653.87,1370.52,837.47,1325.84
10000,1644.9,1498.44,958.46,269.2,1557.52,1417.25,1196.51,0,1062.99,302.8,1737.61,1450.99,914.88,1787.48,1085.72,1094.29,1026.46,502.8,1417.2,1858.33,2017.72,681.8,1227.24,533.73,737.04,791.7,217.68,227.53,1957.93,545.33,1482.25,988.24,653.47,1111.96,858.94,1445.82,704.41,1765.77,1281.55,1725.02,1033.65,282.53,975.32,1328.98,1598.21,704.1,1137.25,1435.75,407.65,1463.34,1040.29,735.6,1096.42,1632.41,1034.84,868.91,1462.27,694.23,26.41,1434.52,1290.25,423.48,1092.98,1512.9,1638.63,1429.29,937.53,1219.01,781.96,443.1,1707.92,1263.43,1362.58,208.89,459.96,636.39,757.25,665.24,978.99,1111.32,1656.08,1319.87,733.06,360.29,1188.34,1018.81,1472.21,13.7,1487.44,1786.54,2008.85,343.66,1538.58,1748.94,1030.42,1411.29,1418.65,1810.35,915.27,1684.52,1152.81,1421.61,1587.6,1822.61,1202.25,716.46,400.54,1763.73,15.05,813.45,1427.72,541.98,520.67,1318.77,1071.94,1205.63,1159.75,1468.49,1553.22,1053.52,1701.97,1637.56,1201.77,434.87,1746.41,933.96,1095.34,1247.85,1412.49,1635.8,1432.69,1443.3,1494.49,1453.98,1479.62,1721.15,1049.02,21.03,1426.47,1145.24,798.61,1482.01,756.99,1546.51,901.94,1283.05,477.55,1321.63,522.76,283.85
10000,2568.1,439.14,1733.76,1216.82,2492.23,356.54,2018.38,1062.99,0,1016.1,730.07,2397.57,1792.86,788.54,2148.67,1994.42,1747.16,1513.28,2371.45,2752.87,1332.06,417.35,2091.82,1583.28,1729.2,703.55,1041.92,1006.44,1200.76,1255.51,420.57,138.62,1518.02,2133.37,1902.55,2442.65,395.06,768.01,2187.75,754.48,1527.84,1118.72,1890.57,2373.64,587.96,1233.41,1977.9,2280.47,1049.16,401.37,25.13,658.28,2150.81,2553.87,1535.38,1804.33,400.88,1742.16,1039.22,2428.16,307.71,1158.63,2145.49,2358.43,2560.65,368.64,1886.79,2096.96,706.81,1492.3,721.17,2274.89,2344.2,1271.86,1522,1697.07,1379.65,1179.13,1666.63,1878.46,2573.44,2364.93,1792.27,704.18,2195.04,1915.95,410.03,1071.3,428.79,1218.07,1309.69,1354.56,497.21,746.23,1873.61,2365.92,2409.5,2704.22,1919.72,691.16,2212.33,362.89,2445.43,2727.18,599.92,1744.38,714.66,2658.92,1048.36,1835.34,2425.49,1244.78,1567.92,2366.65,9.63,2024.67,2165.77,406.75,494.58,16.07,2615.84,2554.84,1994.9,1303.3,2648.95,1662.9,2152.39,2256.63,353.66,716.22,2424.11,383.62,433.1,394.31,420.84,2633.03,18.27,1061.88,363.61,1937.83,688.46,422.05,1685.51,876.5,1964.76,296.18,1026.38,2368.53,1183.44,1235.76
