0,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
10000,0,2979.46,1753.92,2608.79,2828.69,2037.14,2453.25,2328.89,2960.68,2811.01,2494.32,2845.83,3151.56,2257.83,1889.73,2034.34,2280.42,707.99,2876.59,1821.68,2168,2415.74,2363.25,754.48,2715.28,1069.83,3060.75,1601.78,535.8,1776.68,2162.8,1660.33,1954.41,2565.75,635.27,1586.53,1051.76,3196.75,121.31,3104.93,530.69,3136.23,879.53,1394.22,2934.43,1428.46,2845.78,3031.12,1080.86
10000,2979.46,0,1886.79,1227.44,275.64,1015.02,613.22,655.04,211.19,647.29,1010.22,485.25,172.18,805.55,1203.42,946.47,989.1,2860.58,350.09,1167.62,1529.92,1182.86,789.96,2584.43,850.1,1941.77,101.28,1632.26,2906.3,1219.33,1374.47,1401.33,1365.22,609.27,2344.86,1419.94,2132.19,280.94,2858.22,143.74,2539.94,161.92,2256.07,1593.93,310.05,1616.52,371.43,151.88,1905.93
10000,1753.92,1886.79,0,962.91,1630.14,958.18,1280.04,1349.73,1752.58,1400.38,978.78,1514.12,2032.9,1110.36,783.34,1194.67,901.72,2121.85,1612.28,1251.18,473.92,829.19,1096.94,1041.91,1221.73,920.78,1920.19,428.24,2040.91,974.47,559.65,737.41,525.6,1286.77,1288.74,874.37,723.32,2166.48,1662.39,2029.98,1640.61,1994.89,1632.28,1178.42,1677.26,1381.65,1579.32,2011.1,1015.17
10000,2608.79,1227.44,962.91,0,954.59,853.95,795.13,1016.01,1033.05,591.57,274.28,749.81,1320.97,782.92,862.16,1099.58,504.5,2811.01,882.05,1331.61,489.14,211.74,642.46,1964.76,380.59,1590.2,1215.23,1008.73,2776.5,1112.89,446.91,1052.17,665.29,679.04,2039.09,1196.2,1563.13,1492.56,2501.71,1351.04,2358.64,1273.63,2222.76,1558.61,935.19,1718.06,857.21,1377.57,1632.97
10000,2828.69,275.64,1630.14,954.59,0,810.45,387.52,517.01,134.24,387.02,734.7,230.75,403.22,589.21,989.15,807.51,728.53,2774.64,110.86,1060.47,1258.5,907.63,540.67,2381.91,580.63,1770.16,290.3,1404.08,2803.71,1052.08,1105.94,1202.63,1114.86,343.69,2194.17,1245.85,1928.63,552.37,2708.24,410.36,2419.13,364.87,2159.98,1470.87,127.21,1526.73,113.98,423.51,1747.92
10000,2037.14,1015.02,958.18,853.95,810.45,0,423.79,399.42,944.69,790.3,607.43,809.05,1181.13,222.91,191.9,273.94,352.82,2073.45,844.16,477.78,780.23,655.54,335.01,1573.65,750.2,969.21,1075.77,628.07,2073.68,290.74,619.75,392.19,455.91,529.17,1408.25,453.46,1120.4,1278.98,1918.19,1156.21,1668.47,1154.04,1459.49,758.54,904.74,887.11,812.32,1112.85,960.96
10000,2453.25,613.22,1280.04,795.13,387.52,423.79,0,245.7,521.65,446.59,524.89,410.45,771.33,201.73,601.92,472.5,401.9,2441.33,423.35,741.99,963.13,670.21,191.9,1994.42,512.49,1389.11,662.08,1022.17,2457.36,679.75,798.04,815.76,755.45,161.43,1820.77,866.87,1541.13,889.43,2333.46,756.92,2062.27,740.02,1823.82,1122.79,482.18,1207.24,392.65,731.31,1373.1
10000,2328.89,655.04,1349.73,1016.01,517.01,399.42,245.7,0,641.75,684.62,741.8,620.69,826.84,262.62,589.94,295.16,560.49,2257.92,592.1,543.7,1105.78,865.98,375.14,1937.87,757.13,1286.77,732.22,1025.75,2287.07,564.76,937.58,760.96,831.73,405.56,1693.67,765.94,1488.23,900.08,2207.83,788.7,1905.4,808.42,1642.98,956.16,637.51,1010.94,568.2,731.56,1252.1
10000,2960.68,211.19,1752.58,1033.05,134.24,944.69,521.65,641.75,0,444.73,833.36,283.58,291.79,723.37,1123.04,935.02,851.32,2895.77,152.02,1182.95,1367.93,1007.6,670.05,2515.92,652.83,1903.57,182.47,1536.03,2928.31,1184.45,1219.97,1336.88,1241.36,467.03,2325.87,1379.09,2062.68,459.55,2840.1,318.56,2546.75,247.63,2282.67,1597.73,100.51,1646.93,180.73,361.18,1880.14
